CloneID,SBK1,SBK2,SBK3,SAK1,SAK2,SAK4
100180675,0,1,NA,1,NA,NA
100180704,1,0,NA,0,NA,NA
100180704,1,0,NA,0,NA,NA
100180714,0,1,0,0,NA,NA
100180716,0,0,1,0,NA,NA
100180731,1,0,NA,0,NA,NA
100180732,0,1,NA,1,NA,NA
100180734,0,1,NA,0,NA,NA
100180736,1,0,NA,0,NA,NA
100180743,0,0,1,0,0,NA
100180750,1,0,NA,0,NA,NA
100180760,1,1,0,1,NA,NA
100180773,1,0,NA,0,NA,NA
100180782,1,0,NA,0,NA,NA
100180785,1,0,NA,0,NA,NA
100180800,0,1,NA,1,NA,NA
100180805,1,0,NA,0,0,0
100180811,1,NA,0,0,NA,NA
100180830,0,1,NA,1,NA,NA
100180834,1,1,NA,1,0,NA
100180836,1,2,NA,0,NA,NA
100180858,1,0,NA,0,NA,NA
100180864,1,0,NA,0,NA,NA
100180876,1,1,NA,0,NA,NA
100180878,1,0,NA,0,NA,NA
100180878,1,0,NA,0,NA,NA
100180880,0,1,NA,1,NA,NA
100180881,1,2,NA,0,NA,NA
100180902,1,1,0,1,NA,NA
100180908,1,0,NA,0,NA,NA
100180909,0,1,NA,1,NA,NA
100180913,1,0,NA,0,NA,0
100180916,1,0,NA,0,NA,NA
100180922,1,1,NA,0,NA,NA
100180925,1,1,0,1,NA,NA
100180930,0,1,NA,1,NA,NA
100180931,0,1,NA,1,NA,NA
100180955,1,0,NA,0,NA,NA
100180966,1,0,0,0,NA,NA
100180968,0,0,1,0,NA,NA
100180969,0,NA,1,0,NA,NA
100180974,1,0,NA,0,NA,NA
100180990,1,0,NA,0,NA,NA
100181002,1,0,NA,0,NA,NA
100181005,1,0,NA,0,NA,0
100181012,2,1,1,1,NA,NA
100181022,1,0,NA,0,NA,NA
100181022,1,0,NA,0,NA,NA
100181030,1,0,NA,0,NA,NA
100181031,1,0,NA,0,NA,NA
100181048,0,1,NA,1,NA,NA
100181049,1,0,NA,0,NA,NA
100181050,1,0,NA,0,NA,NA
100181051,1,0,NA,0,NA,NA
100181053,0,0,NA,1,NA,0
100181062,1,0,NA,0,NA,NA
100181062,1,0,NA,0,NA,NA
100181072,0,1,NA,1,NA,NA
100181079,1,0,NA,0,NA,NA
100181081,0,1,NA,1,NA,NA
100181102,1,0,NA,0,NA,NA
100181110,1,0,0,0,NA,NA
100181124,1,0,NA,0,NA,NA
100181138,0,1,NA,1,NA,NA
100181139,1,0,NA,0,NA,NA
100181142,1,0,NA,0,NA,NA
100181144,0,1,NA,1,NA,NA
100181145,1,0,NA,0,NA,NA
100181147,1,0,1,0,NA,NA
100181150,0,1,NA,1,NA,NA
100181159,0,1,NA,1,NA,NA
100181164,1,1,NA,0,NA,NA
100181174,1,0,NA,0,NA,NA
100181175,0,1,NA,1,NA,NA
100181274,NA,1,NA,0,0,NA
100181275,NA,0,1,2,NA,NA
100181314,NA,0,1,0,NA,NA
100181333,NA,1,NA,0,0,NA
100181346,NA,1,NA,0,0,NA
100181376,NA,0,1,1,NA,NA
100181739,NA,1,NA,0,NA,0
100181755,NA,0,NA,1,NA,1
100181756,NA,0,NA,1,NA,1
100181765,NA,0,1,2,NA,NA
100181775,NA,1,0,0,NA,NA
100181835,NA,0,2,1,NA,NA
100181836,NA,0,1,1,NA,NA
100181852,NA,1,NA,0,NA,0
100181923,NA,1,0,1,NA,NA
100181995,NA,0,NA,1,NA,0
100182041,NA,0,1,1,NA,NA
100182139,NA,1,0,1,NA,NA
100182156,1,0,NA,0,NA,NA
100182333,1,0,NA,0,NA,NA
100182385,NA,1,0,1,NA,NA
100182389,1,0,NA,0,NA,NA
100182522,1,1,0,1,NA,NA
100182595,1,0,NA,0,NA,NA
100182639,NA,1,NA,0,0,NA
100182675,1,1,NA,0,NA,NA
100182677,NA,1,NA,2,NA,0
100182728,NA,1,1,0,NA,0
100182893,NA,1,NA,0,0,NA
100183463,0,NA,0,1,NA,NA
100183814,NA,NA,0,0,1,1
100184117,NA,NA,0,1,NA,1
100185569,0,1,NA,1,NA,NA
100185576,0,1,NA,1,NA,NA
100185577,1,0,NA,0,NA,NA
100185583,1,0,NA,0,NA,NA
100185589,0,1,NA,1,NA,NA
100185590,1,0,NA,0,NA,NA
100185590,1,0,NA,0,NA,NA
100185600,1,0,NA,0,NA,NA
100185613,0,1,NA,1,NA,NA
100185616,1,0,NA,0,NA,0
100185616,1,0,NA,0,NA,0
100185625,1,0,NA,0,NA,NA
100185634,0,1,NA,0,NA,0
100185639,1,0,0,NA,NA,NA
100185653,1,0,NA,0,NA,NA
100185668,1,0,NA,0,0,NA
100185680,0,1,NA,1,NA,NA
100185681,1,0,NA,0,NA,NA
100185695,NA,1,0,1,NA,NA
100185697,0,0,NA,1,NA,NA
100185698,0,1,NA,1,NA,NA
100185700,1,0,NA,0,NA,NA
100185700,1,0,NA,0,NA,NA
100185705,1,0,NA,0,NA,NA
100185705,1,0,NA,0,NA,NA
100185711,0,1,NA,1,NA,NA
100185712,1,0,NA,0,NA,NA
100185715,1,NA,NA,0,NA,0
100185729,1,0,NA,0,NA,NA
100185738,1,NA,0,0,NA,NA
100185739,NA,0,1,1,NA,NA
100185763,1,0,NA,0,NA,NA
100185763,1,0,NA,0,NA,NA
100185763,1,0,NA,0,NA,NA
100185769,0,1,NA,1,NA,NA
100185770,1,0,NA,0,NA,NA
100185773,1,0,0,NA,NA,NA
100185774,NA,1,1,0,NA,0
100185777,1,1,NA,0,NA,NA
100185782,1,0,NA,2,NA,0
100185786,1,1,NA,0,NA,NA
100185791,1,0,NA,0,NA,NA
100185798,1,0,NA,0,0,NA
100185802,0,1,NA,0,NA,NA
100185805,0,1,NA,1,NA,NA
100185806,0,1,NA,1,NA,NA
100185807,0,1,NA,1,NA,NA
100185809,1,0,NA,0,NA,NA
100185809,1,0,NA,0,NA,NA
100185810,0,1,NA,1,NA,NA
100185811,0,1,NA,1,NA,NA
100185813,1,0,NA,0,0,NA
100185815,1,0,NA,0,NA,NA
100185817,1,0,NA,0,NA,NA
100185821,1,0,NA,0,0,NA
100185826,1,0,NA,0,NA,NA
100185827,0,1,NA,1,NA,NA
100185838,1,0,NA,0,NA,NA
100185838,1,0,NA,0,NA,NA
100185840,0,1,NA,1,NA,NA
100185841,1,0,NA,0,NA,NA
100185844,0,1,NA,1,NA,NA
100185845,0,1,NA,1,NA,NA
100185847,1,0,NA,0,NA,NA
100185847,1,0,NA,0,NA,NA
100185849,1,0,NA,0,NA,NA
100185851,0,1,NA,1,NA,NA
100185852,1,0,NA,0,0,NA
100185856,1,0,NA,0,NA,0
100185857,0,1,NA,1,NA,1
100185863,0,1,NA,1,NA,NA
100185864,0,1,NA,1,NA,NA
100185868,1,0,NA,0,NA,NA
100185868,1,0,NA,0,NA,NA
100185874,0,1,NA,1,NA,NA
100185875,0,1,NA,1,NA,NA
100185877,NA,1,NA,0,NA,0
100185882,1,0,NA,0,NA,NA
100185882,1,0,NA,0,NA,NA
100185887,1,0,NA,0,NA,NA
100185887,1,0,NA,0,NA,NA
100185889,0,1,NA,1,NA,NA
100185890,0,1,NA,1,NA,NA
100185901,NA,1,0,1,NA,NA
100185904,1,0,NA,0,NA,NA
100185904,1,0,NA,0,NA,NA
100185912,0,1,1,NA,NA,NA
100185913,1,0,NA,0,NA,NA
100185921,0,0,1,0,NA,NA
100185928,0,1,NA,1,NA,NA
100185928,0,1,NA,1,NA,NA
100185940,1,0,NA,0,NA,NA
100185942,1,0,NA,0,NA,NA
100185942,1,0,NA,0,NA,NA
100185943,1,0,NA,0,NA,NA
100185943,1,0,NA,0,NA,NA
100185943,1,0,NA,0,NA,NA
100185953,1,0,NA,0,NA,NA
100185953,1,0,NA,0,NA,NA
100185971,1,1,NA,0,NA,NA
100185974,1,1,0,1,NA,NA
100185975,0,1,NA,1,NA,NA
100185978,0,1,NA,1,NA,NA
100185979,1,0,NA,0,NA,NA
100185980,1,0,NA,0,NA,NA
100185981,1,0,NA,0,NA,0
100185981,1,0,NA,0,NA,0
100185984,1,0,NA,0,NA,NA
100185984,1,0,NA,0,NA,NA
100185984,1,0,NA,0,NA,NA
100185986,1,0,NA,0,NA,NA
100185986,1,0,NA,0,NA,NA
100185988,1,0,NA,0,NA,NA
100185994,1,0,NA,0,NA,NA
100185999,1,0,NA,0,NA,0
100186003,NA,1,0,1,NA,NA
100186004,0,1,NA,1,NA,NA
100186007,1,0,0,NA,NA,NA
100186008,0,1,1,NA,NA,NA
100186010,1,0,NA,0,NA,NA
100186014,0,1,1,1,NA,NA
100186023,0,0,1,0,NA,NA
100186024,1,0,NA,0,NA,NA
100186025,0,1,NA,1,NA,NA
100186024,1,0,NA,0,NA,NA
100186033,0,1,NA,1,NA,NA
100186038,1,0,NA,0,NA,NA
100186040,1,NA,NA,0,NA,0
100186045,1,0,NA,0,NA,0
100186045,1,0,NA,0,NA,0
100186052,1,0,NA,NA,0,NA
100186067,0,1,1,1,NA,NA
100186069,1,0,NA,0,NA,NA
100186069,1,0,NA,0,NA,NA
100186071,1,0,NA,1,NA,NA
100186077,1,1,0,1,NA,NA
100186081,0,1,NA,1,NA,NA
100186113,1,0,NA,0,NA,0
100186122,1,0,NA,0,NA,NA
100186122,1,0,NA,0,NA,NA
100186129,1,0,NA,0,NA,NA
100186130,0,1,NA,1,NA,NA
100186133,1,NA,NA,0,0,NA
100186135,0,0,1,0,NA,NA
100186137,1,1,0,1,NA,NA
100186142,0,0,NA,1,NA,NA
100186144,1,0,0,0,NA,NA
100186144,1,0,0,0,NA,NA
100186144,1,0,0,0,NA,NA
100186149,1,0,NA,0,NA,NA
100186149,1,0,NA,0,NA,NA
100186152,0,0,NA,1,0,NA
100186163,1,0,NA,0,NA,NA
100186173,1,0,NA,0,NA,0
100186173,1,0,NA,0,NA,0
100186178,1,0,NA,0,NA,NA
100186178,1,0,NA,0,NA,NA
100186189,1,0,NA,NA,NA,0
100186190,0,1,NA,1,NA,NA
100186191,1,0,NA,0,NA,NA
100186194,1,0,NA,0,0,NA
100186194,1,0,NA,0,0,NA
100186198,1,0,NA,0,NA,0
100186199,0,NA,NA,1,1,NA
100186209,1,0,NA,0,NA,NA
100186209,1,0,NA,0,NA,NA
100186214,0,1,NA,1,NA,NA
100186216,0,1,NA,1,NA,NA
100186218,1,0,0,0,0,NA
100186218,1,0,0,0,0,NA
100186224,1,1,NA,0,NA,NA
100186239,1,1,NA,0,NA,NA
100186250,0,0,1,0,NA,0
100186252,1,0,NA,0,NA,NA
100186254,1,0,NA,0,NA,NA
100186257,0,1,NA,1,NA,NA
100186265,0,0,1,0,NA,0
100186266,1,1,0,1,NA,NA
100186266,NA,1,0,1,NA,NA
100186274,1,0,NA,0,0,NA
100186278,1,0,NA,NA,0,NA
100186292,0,1,NA,1,NA,1
100186293,0,1,NA,1,NA,1
100186301,1,1,0,NA,NA,NA
100186306,1,0,NA,0,NA,NA
100186306,1,0,NA,0,NA,NA
100186306,1,0,NA,0,NA,NA
100186311,1,NA,0,0,NA,NA
100186313,1,0,NA,0,0,NA
100186313,1,0,NA,0,0,NA
100186321,0,1,NA,1,NA,NA
100186322,1,0,NA,0,NA,NA
100186323,NA,0,1,0,0,0
100186323,1,0,NA,0,0,0
100186328,1,0,NA,0,NA,0
100186330,1,0,NA,0,NA,0
100186335,1,1,NA,0,NA,NA
100186347,1,0,NA,0,NA,NA
100186347,1,0,NA,0,NA,NA
100186348,0,1,NA,1,NA,NA
100186361,1,0,NA,0,NA,NA
100186361,1,0,NA,0,NA,NA
100186366,NA,0,NA,1,NA,1
100186371,1,0,NA,0,NA,0
100186374,1,0,NA,0,NA,NA
100186385,1,0,NA,0,NA,NA
100186387,1,0,NA,0,NA,NA
100186409,0,1,NA,1,NA,NA
100186424,1,0,NA,0,NA,NA
100186424,1,0,NA,0,NA,NA
100186429,1,NA,NA,0,NA,0
100186430,1,1,0,1,NA,NA
100186441,0,1,NA,1,NA,NA
100186447,1,0,NA,0,NA,NA
100186449,0,NA,1,1,NA,NA
100186452,1,NA,NA,0,0,NA
100186460,1,0,NA,0,NA,NA
100186460,1,0,NA,0,NA,NA
100186472,1,0,NA,0,NA,NA
100186477,0,1,NA,1,NA,NA
100186478,1,0,NA,0,NA,NA
100186484,1,NA,NA,0,NA,0
100186491,0,1,NA,1,NA,NA
100186494,1,0,NA,0,NA,NA
100186498,1,0,NA,0,NA,NA
100186503,1,0,NA,0,NA,NA
100186503,1,0,NA,0,NA,NA
100186508,1,0,NA,0,NA,NA
100186510,1,0,NA,0,NA,NA
100186510,1,0,NA,0,NA,NA
100186510,1,0,NA,0,NA,NA
100186513,1,0,NA,0,NA,0
100186520,1,0,0,0,NA,0
100186526,1,0,NA,0,NA,NA
100186526,1,2,NA,0,NA,NA
100186526,1,0,NA,0,NA,NA
100186529,1,0,NA,0,NA,NA
100186529,1,0,NA,0,NA,NA
100186531,1,NA,NA,0,NA,0
100186534,0,1,NA,0,NA,NA
100186536,1,0,NA,NA,0,NA
100186539,0,1,NA,1,NA,NA
100186540,1,0,NA,0,NA,NA
100186544,1,0,NA,0,NA,NA
100186546,0,1,NA,1,NA,NA
100186547,0,1,NA,1,NA,NA
100186548,1,0,NA,0,NA,NA
100186554,1,0,NA,0,NA,NA
100186554,1,0,NA,0,NA,NA
100186557,1,0,NA,0,NA,0
100186560,NA,1,0,1,NA,NA
100186566,1,0,NA,0,NA,NA
100186570,1,NA,NA,0,NA,0
100186570,1,NA,NA,0,NA,0
100186570,NA,1,NA,0,NA,0
100186580,2,0,NA,2,0,1
100186581,0,1,NA,0,NA,0
100186589,1,0,NA,1,NA,NA
100186591,1,1,0,1,1,NA
100186595,0,1,NA,1,NA,NA
100186599,1,0,NA,0,NA,0
100186601,0,0,1,0,NA,NA
100186602,NA,0,1,0,NA,NA
100186603,1,0,NA,0,NA,NA
100186614,1,0,NA,0,NA,NA
100186619,1,0,NA,0,NA,0
100186621,2,0,NA,0,0,0
100186638,0,1,NA,1,NA,NA
100186640,1,0,NA,0,0,NA
100186660,1,0,NA,0,NA,NA
100186660,1,0,NA,0,NA,NA
100186665,1,0,NA,0,NA,0
100186669,1,1,NA,0,NA,0
100186672,1,0,NA,0,NA,NA
100186672,1,0,NA,0,NA,NA
100186679,1,0,NA,0,NA,NA
100186681,1,0,NA,0,NA,NA
100186681,1,0,NA,0,NA,NA
100186684,1,0,NA,0,NA,0
100186692,1,0,NA,0,NA,NA
100186695,1,0,NA,0,NA,NA
100186695,1,0,NA,0,NA,NA
100186698,1,0,NA,0,NA,NA
100186710,1,1,NA,0,NA,NA
100186717,1,0,NA,0,NA,0
100186720,1,1,NA,0,NA,NA
100186723,1,0,NA,0,NA,NA
100186724,NA,1,NA,2,NA,0
100186726,1,NA,NA,0,NA,0
100186731,1,1,0,1,NA,NA
100186740,1,0,NA,0,NA,NA
100186740,1,0,NA,0,NA,NA
100186740,1,0,NA,0,NA,NA
100186747,1,0,NA,0,NA,NA
100186764,1,0,NA,0,NA,NA
100186764,1,0,NA,0,NA,NA
100186770,1,0,NA,0,NA,NA
100186795,1,0,NA,0,NA,NA
100186795,1,0,NA,0,NA,NA
100186798,0,0,1,0,NA,NA
100186801,1,0,NA,0,NA,NA
100186803,0,NA,NA,1,1,NA
100186804,1,0,NA,0,NA,NA
100186805,1,0,NA,0,NA,NA
100186807,1,NA,NA,0,NA,0
100186811,0,1,NA,1,NA,NA
100186812,1,0,NA,0,NA,NA
100186821,1,0,0,NA,NA,NA
100186820,1,0,NA,0,NA,NA
100186830,1,0,NA,0,NA,NA
100186831,0,1,NA,1,NA,NA
100186833,1,0,NA,0,NA,0
100186833,1,0,NA,2,1,0
100186836,1,0,NA,0,NA,0
100186839,0,0,NA,1,1,1
100186847,1,0,NA,0,NA,NA
100186863,1,0,0,NA,NA,NA
100186865,1,0,NA,0,NA,NA
100186865,1,0,NA,0,NA,NA
100186869,1,2,NA,2,NA,0
100186869,1,0,NA,0,NA,0
100186874,1,0,NA,0,NA,NA
100186874,1,0,NA,0,NA,NA
100186879,1,0,NA,0,NA,NA
100186879,1,0,NA,0,NA,NA
100186886,1,1,0,1,NA,NA
100186889,1,0,NA,0,NA,NA
100186889,1,0,NA,0,NA,NA
100186892,0,1,NA,1,NA,1
100186892,0,1,NA,1,NA,NA
100186895,1,0,NA,0,NA,NA
100186897,0,0,1,0,0,0
100186898,0,1,NA,1,NA,NA
100186899,1,0,NA,0,NA,NA
100186901,1,0,NA,0,NA,NA
100186912,1,0,NA,0,NA,NA
100186912,1,0,NA,0,NA,NA
100186914,1,0,NA,0,0,NA
100186921,0,1,NA,1,NA,NA
100186922,0,1,NA,1,NA,NA
100186935,1,0,NA,0,0,NA
100186939,1,0,NA,0,NA,NA
100186941,1,0,NA,0,NA,0
100186949,1,0,NA,0,NA,NA
100186949,NA,0,NA,0,NA,1
100186954,0,0,NA,0,0,2
100186955,0,1,NA,0,NA,NA
100186958,1,0,NA,0,NA,0
100186962,1,0,NA,0,NA,NA
100186970,1,0,NA,0,NA,0
100186986,0,1,NA,1,NA,NA
100187003,1,0,NA,0,0,NA
100187018,1,0,0,0,NA,NA
100187018,1,0,0,0,NA,NA
100187021,0,1,NA,0,NA,NA
100187026,1,0,NA,0,0,NA
100187026,1,0,NA,0,0,NA
100187028,0,0,NA,0,1,NA
100187038,1,0,NA,0,NA,NA
100187038,1,0,NA,0,NA,NA
100187044,1,0,NA,0,NA,NA
100187044,1,0,NA,0,NA,NA
100187049,1,0,NA,0,NA,NA
100187055,1,0,0,0,NA,NA
100187071,0,1,NA,1,NA,1
100187073,1,0,NA,0,NA,0
100187074,0,1,NA,1,NA,1
100187084,1,0,NA,0,NA,NA
100187084,1,0,NA,0,NA,NA
100187087,1,0,NA,0,NA,NA
100187087,1,0,NA,0,NA,NA
100187092,1,0,NA,0,NA,NA
100187099,NA,1,0,1,NA,NA
100187101,0,1,NA,1,NA,NA
100187109,1,0,NA,0,NA,NA
100187116,1,0,NA,0,NA,NA
100187124,1,0,NA,0,NA,NA
100187124,1,0,NA,0,NA,NA
100187124,1,0,NA,0,NA,NA
100187132,0,1,NA,0,0,NA
100187132,0,1,NA,0,0,NA
100187144,1,0,NA,0,NA,NA
100187148,0,1,1,NA,NA,NA
100187151,1,1,0,1,NA,NA
100187151,1,1,0,NA,NA,NA
100187153,1,0,NA,0,NA,NA
100187153,1,0,NA,0,NA,NA
100187153,1,0,NA,0,NA,NA
100187164,0,0,1,1,NA,NA
100187167,1,0,NA,0,NA,NA
100187167,1,0,NA,0,NA,NA
100187172,NA,1,0,1,NA,NA
100187173,1,0,NA,0,NA,NA
100187174,NA,0,1,0,NA,0
100187182,1,0,NA,0,NA,NA
100187183,0,1,NA,1,NA,NA
100187185,0,1,NA,0,NA,NA
100187186,1,NA,0,1,NA,NA
100187188,2,1,0,1,NA,NA
100187197,1,0,NA,0,NA,NA
100187199,1,0,NA,0,NA,NA
100187199,1,0,NA,0,NA,NA
100187210,1,0,NA,0,NA,NA
100187214,1,0,NA,0,NA,NA
100187214,1,0,NA,0,NA,NA
100187226,0,1,NA,1,NA,NA
100187232,NA,0,1,0,NA,NA
100187232,1,0,NA,0,NA,NA
100187237,1,0,NA,0,NA,NA
100187237,1,0,NA,0,NA,NA
100187246,1,0,NA,0,NA,NA
100187259,1,NA,1,0,NA,0
100187264,0,0,1,NA,NA,NA
100187265,1,1,NA,0,NA,NA
100187268,0,1,NA,1,NA,NA
100187279,0,1,NA,0,NA,NA
100187283,1,0,NA,0,NA,NA
100187283,1,0,NA,0,NA,NA
100187289,1,0,NA,0,NA,NA
100187289,1,0,NA,0,NA,NA
100187293,2,1,NA,0,NA,0
100187308,1,0,NA,0,NA,0
100187308,1,0,NA,0,NA,0
100187311,1,0,NA,0,NA,NA
100187317,1,0,NA,0,NA,NA
100187324,NA,0,1,0,NA,NA
100187327,0,1,NA,1,NA,NA
100187330,0,1,NA,1,NA,NA
100187331,1,0,NA,0,NA,NA
100187335,1,0,NA,0,NA,NA
100187335,1,0,NA,0,NA,NA
100187335,1,0,NA,0,NA,NA
100187339,1,0,NA,0,NA,NA
100187339,1,0,NA,0,NA,NA
100187342,1,2,NA,0,NA,0
100187345,0,0,NA,1,NA,NA
100187346,1,1,NA,0,NA,NA
100187349,1,0,NA,0,NA,NA
100187350,0,1,NA,1,NA,NA
100187354,1,0,NA,0,NA,NA
100187354,1,0,NA,0,NA,NA
100187365,1,1,0,1,NA,NA
100187373,1,0,NA,0,NA,NA
100187373,1,0,NA,0,NA,NA
100187385,1,0,NA,0,NA,NA
100187391,1,0,NA,0,NA,NA
100187393,1,0,NA,0,NA,NA
100187396,1,0,0,0,0,NA
100187398,1,0,NA,0,0,0
100187401,1,0,NA,0,NA,NA
100187401,1,0,NA,0,NA,NA
100187403,1,0,NA,0,NA,NA
100187403,1,0,NA,0,NA,NA
100187407,1,0,NA,0,NA,NA
100187409,NA,1,0,1,NA,NA
100187418,1,0,NA,0,NA,NA
100187418,1,0,NA,0,NA,NA
100187423,0,1,NA,0,NA,NA
100187425,0,1,NA,1,NA,NA
100187426,1,0,NA,0,NA,NA
100187428,0,1,NA,1,NA,NA
100187429,0,1,NA,1,NA,NA
100187430,1,0,NA,0,NA,NA
100187435,1,0,NA,0,NA,0
100187437,0,1,NA,0,NA,NA
100187451,1,0,NA,0,NA,NA
100187452,0,1,NA,0,NA,NA
100187456,1,0,NA,0,NA,NA
100187456,1,0,NA,0,NA,NA
100187467,1,NA,0,1,NA,NA
100187469,1,0,NA,0,NA,NA
100187473,1,0,NA,0,NA,0
100187473,1,0,NA,0,NA,0
100187475,1,0,NA,0,NA,NA
100187478,1,0,NA,0,NA,NA
100187479,0,1,NA,2,NA,NA
100187482,1,0,NA,0,NA,NA
100187482,1,0,NA,0,NA,NA
100187486,1,0,NA,0,NA,NA
100187488,1,0,NA,0,NA,NA
100187491,1,0,NA,0,NA,NA
100187491,1,0,NA,0,NA,NA
100187492,1,0,NA,0,NA,NA
100187493,0,1,NA,1,NA,NA
100187515,NA,1,0,1,NA,NA
100187521,0,1,NA,1,NA,NA
100187525,1,0,NA,0,NA,NA
100187531,0,1,NA,1,NA,NA
100187533,1,0,NA,0,NA,NA
100187533,1,0,NA,0,NA,NA
100187537,0,0,1,NA,0,NA
100187539,0,0,NA,NA,NA,1
100187539,0,0,NA,1,NA,1
100187550,1,0,NA,0,NA,NA
100187553,1,0,NA,0,NA,NA
100187553,1,0,NA,0,NA,NA
100187560,1,0,NA,NA,0,NA
100187562,1,1,NA,0,NA,NA
100187563,0,0,NA,1,NA,NA
100187564,0,1,0,1,NA,NA
100187576,1,0,NA,0,NA,NA
100187577,0,1,NA,1,NA,NA
100187585,1,0,NA,0,NA,NA
100187593,1,0,NA,0,NA,NA
100187605,1,1,0,1,NA,NA
100187610,0,1,NA,1,NA,NA
100187612,1,0,NA,0,NA,0
100187612,1,0,NA,0,NA,0
100187615,1,1,0,1,NA,NA
100187633,1,1,0,1,NA,NA
100187635,0,1,NA,1,NA,NA
100187643,0,1,NA,0,NA,NA
100187658,1,0,NA,0,NA,NA
100187658,1,0,NA,0,NA,NA
100187667,0,1,NA,1,NA,NA
100187668,1,0,NA,0,NA,NA
100187680,1,0,NA,0,NA,NA
100187680,1,0,NA,0,NA,NA
100187681,1,0,NA,0,NA,0
100187687,0,1,NA,1,NA,NA
100187690,0,1,NA,1,NA,1
100187692,1,0,NA,0,NA,NA
100187692,1,0,NA,0,NA,NA
100187696,1,0,NA,0,NA,NA
100187712,1,0,NA,0,NA,NA
100187713,1,0,NA,0,NA,NA
100187728,1,0,NA,1,NA,NA
100187741,1,0,NA,0,NA,NA
100187743,0,1,NA,1,NA,NA
100187746,NA,1,0,1,NA,NA
100187748,0,0,1,0,0,NA
100187749,NA,0,1,0,NA,NA
100187751,0,0,1,0,NA,0
100187756,1,0,NA,0,NA,NA
100187756,1,0,NA,0,NA,NA
100187761,1,0,NA,0,NA,NA
100187763,1,0,NA,0,NA,NA
100187769,1,0,NA,1,NA,NA
100187771,1,1,NA,0,NA,NA
100187774,0,1,NA,1,NA,NA
100187775,0,1,NA,1,NA,NA
100187781,1,1,0,NA,NA,NA
100187784,1,0,NA,0,NA,NA
100187795,0,1,NA,1,NA,NA
100187799,1,0,NA,0,NA,NA
100187806,1,0,NA,0,NA,NA
100187815,1,1,0,1,NA,NA
100187825,0,0,1,0,NA,NA
100187831,0,1,NA,1,NA,1
100187831,0,1,NA,1,NA,NA
100187834,1,0,NA,2,NA,NA
100187835,1,0,NA,2,NA,0
100187836,1,0,NA,0,0,NA
100187839,1,1,0,1,NA,NA
100187846,1,0,NA,0,NA,NA
100187850,1,0,NA,0,NA,NA
100187850,1,0,NA,0,NA,NA
100187853,1,0,NA,0,0,NA
100187855,0,1,NA,1,NA,NA
100187858,1,0,NA,0,NA,NA
100187858,1,0,NA,0,NA,NA
100187862,1,0,0,0,NA,NA
100187863,0,1,1,1,NA,NA
100187862,1,0,0,0,NA,NA
100187870,0,1,NA,1,NA,NA
100187870,0,1,NA,1,NA,NA
100187890,1,0,NA,0,NA,NA
100187890,1,0,NA,0,NA,NA
100187892,1,0,NA,0,NA,NA
100187914,1,0,NA,0,NA,0
100187919,1,0,NA,0,NA,NA
100187919,1,0,NA,0,NA,NA
100187922,1,0,NA,0,NA,NA
100187923,0,1,NA,1,NA,NA
100187939,1,0,NA,0,NA,NA
100187939,1,0,NA,0,NA,NA
100187947,0,1,NA,1,NA,NA
100187953,1,0,NA,0,NA,NA
100187958,1,0,NA,0,NA,NA
100187958,1,0,NA,0,NA,NA
100187958,1,0,NA,0,NA,NA
100187961,NA,1,0,1,NA,NA
100187962,1,0,NA,0,NA,NA
100187968,1,0,NA,0,0,0
100187969,1,0,NA,0,NA,NA
100187974,1,0,NA,0,NA,NA
100187980,1,1,0,1,NA,NA
100187985,1,0,NA,0,NA,NA
100187990,1,0,NA,0,NA,NA
100187990,1,0,NA,0,NA,NA
100187996,0,0,NA,1,NA,NA
100188001,1,0,NA,0,NA,NA
100188004,1,0,NA,0,NA,NA
100188005,1,0,NA,0,NA,NA
100188007,1,0,NA,0,NA,NA
100188008,1,1,NA,0,NA,NA
100188010,0,1,NA,1,NA,NA
100188011,1,0,NA,0,NA,NA
100188019,NA,1,NA,0,NA,0
100188022,0,0,1,0,NA,NA
100188023,NA,1,0,1,NA,NA
100188027,1,0,NA,0,NA,NA
100188027,1,0,NA,0,NA,NA
100188037,0,0,1,0,0,0
100188039,0,1,NA,1,NA,NA
100188040,1,0,NA,0,NA,0
100188043,NA,0,1,0,NA,NA
100188043,1,0,NA,0,NA,NA
100188043,NA,0,1,0,NA,NA
100188047,1,0,NA,0,NA,0
100188057,1,0,NA,0,NA,NA
100188057,1,0,NA,0,NA,NA
100188063,1,0,NA,0,NA,NA
100188067,1,0,NA,0,NA,NA
100188067,1,0,NA,0,NA,NA
100188067,1,0,NA,0,NA,NA
100188076,1,0,NA,0,NA,NA
100188084,1,1,0,1,NA,NA
100188084,NA,1,0,1,NA,NA
100188088,1,0,NA,0,NA,0
100188093,1,1,NA,1,NA,0
100188095,0,1,NA,1,NA,NA
100188104,1,0,1,0,NA,NA
100188105,0,1,NA,1,NA,NA
100188112,1,0,NA,0,NA,NA
100188113,0,1,NA,1,NA,NA
100188115,1,1,NA,0,NA,NA
100188119,1,0,NA,0,NA,NA
100188119,1,0,NA,0,NA,NA
100188121,1,0,NA,0,NA,NA
100188124,0,1,NA,1,NA,1
100188125,1,0,NA,0,NA,0
100188133,1,0,NA,0,NA,NA
100188134,NA,1,0,1,NA,NA
100188133,1,0,NA,0,NA,NA
100188142,1,0,NA,0,NA,NA
100188142,1,0,NA,0,NA,NA
100188146,1,0,NA,0,NA,NA
